"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITE2","Umbria","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",586,,
"2","metropolitan area - centre","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",6298,,
"ITC3","Liguria","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",82,,
"ITF2","Molise","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",204,,
"ITF1","Abruzzo","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",40.2,,
"ITF5","Basilicata","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",4.1,,
"3","metropolitan area - suburbs","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",43.7,,
"ITD","Nord-est","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",4801,,
"ITC4","Lombardia","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",681,,
"ITE3","Marche","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",106,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",14,,
"ITE4","Lazio","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",139,,
"ITG","Isole","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",403,,
"ITG1","Sicilia","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",67.4,,
"ITF4","Puglia","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",4.3,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",55,,
"ITF5","Basilicata","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",9.7,,
"ITF4","Puglia","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",224,,
"ITE4","Lazio","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",520,,
"ITG","Isole","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",2593,,
"ITD5","Emilia-Romagna","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",1918,,
"ITD","Nord-est","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",2195,,
"ITF2","Molise","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",6.9,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",78,,
"ITD","Nord-est","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",16.8,,
"ITD3","Veneto","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.4,,
"ITF","Sud","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",639,,
"ITE1","Toscana","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",20.1,,
"ITG","Isole","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",3.8,,
"ITF3","Campania","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",1121,,
"ITG1","Sicilia","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",171,,
"ITE","Centro (I)","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",70.1,,
"ITD5","Emilia-Romagna","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",43.8,,
"ITF5","Basilicata","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",112,,
"ITD5","Emilia-Romagna","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",925,,
"ITE3","Marche","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",9.2,,
"ITF6","Calabria","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",474,,
"2","metropolitan area - centre","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.4,,
"ITF3","Campania","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",275,,
"ITE4","Lazio","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",340,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",41.3,,
"ITF3","Campania","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",11.4,,
"ITE2","Umbria","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",184,,
"ITCD","Nord","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",6.2,,
"ITDA","Trentino Alto Adige / Südtirol","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",145,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",67,,
"ITC","Nord-ovest","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",6740,,
"ITF1","Abruzzo","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",3.1,,
"ITD3","Veneto","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",292,,
"ITD","Nord-est","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",307,,
"ITCD","Nord","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",1309,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",67.2,,
"ITDA","Trentino Alto Adige / Südtirol","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",11.1,,
"ITD4","Friuli-Venezia Giulia","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",19.7,,
"ITF5","Basilicata","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",40,,
"ITFG","Mezzogiorno","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",22.6,,
"ITE2","Umbria","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",3.5,,
"ITF3","Campania","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",113,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",211,,
"ITF4","Puglia","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",18.8,,
"ITE3","Marche","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",75,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",7,,
"ITC4","Lombardia","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7.9,,
"ITE2","Umbria","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",58,,
"ITFG","Mezzogiorno","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",8079,,
"ITE1","Toscana","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",2642,,
"ITG1","Sicilia","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",6,,
"ITE","Centro (I)","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",299,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",12.1,,
"ITE1","Toscana","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",276,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",91,,
"ITF1","Abruzzo","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",156,,
"ITCD","Nord","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",45.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",54,,
"ITF3","Campania","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",6.5,,
"ITF4","Puglia","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",380,,
"ITF5","Basilicata","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",370,,
"ITE2","Umbria","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",22.4,,
"ITC","Nord-ovest","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",407,,
"ITC3","Liguria","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",20.9,,
"ITC4","Lombardia","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",41.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",2.7,,
"ITE2","Umbria","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",31,,
"ITE4","Lazio","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",43.8,,
"ITD3","Veneto","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",208,,
"ITD5","Emilia-Romagna","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",255,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7.8,,
"ITE3","Marche","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",5.5,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",13,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",16,,
"ITC","Nord-ovest","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",68.8,,
"ITF2","Molise","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",23.8,,
"ITE1","Toscana","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.1,,
"ITF","Sud","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",1279,,
"ITC1","Piemonte","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",2974,,
"ITFG","Mezzogiorno","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",507,,
"ITD4","Friuli-Venezia Giulia","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",238,,
"ITF4","Puglia","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",21.7,,
"ITC3","Liguria","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",699,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",12,,
"ITF5","Basilicata","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",23.9,,
"ITE3","Marche","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",57,,
"ITE","Centro (I)","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.6,,
"ITD","Nord-est","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",502,,
"ITCD","Nord","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",5714,,
"ITD3","Veneto","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",921,,
"ITDA","Trentino Alto Adige / Südtirol","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",3.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",32.7,,
"ITC1","Piemonte","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",4.6,,
"ITC4","Lombardia","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",1733,,
"ITD5","Emilia-Romagna","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.1,,
"ITC3","Liguria","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",42,,
"2","metropolitan area - centre","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",41.7,,
"ITF6","Calabria","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",62.9,,
"ITE4","Lazio","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",1045,,
"ITG2","Sardegna","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",5.2,,
"ITF3","Campania","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",484,,
"ITE4","Lazio","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",1246,,
"ITD4","Friuli-Venezia Giulia","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",41,,
"ITF3","Campania","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",15.4,,
"ITE2","Umbria","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",9.3,,
"ITE2","Umbria","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",69,,
"ITD3","Veneto","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",3.7,,
"ITE","Centro (I)","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",431,,
"ITG1","Sicilia","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",9.1,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",4.4,,
"ITE2","Umbria","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",66.6,,
"ITE1","Toscana","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",169,,
"ITC","Nord-ovest","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",655,,
"ITF","Sud","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",11.5,,
"ITG1","Sicilia","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",262,,
"ITF1","Abruzzo","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",235,,
"ITF5","Basilicata","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",23,,
"ITG1","Sicilia","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",3379,,
"ITF5","Basilicata","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",20.3,,
"7","2,001 - 10,000 inhab.","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",9236,,
"ITC4","Lombardia","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",6923,,
"ITF4","Puglia","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",759,,
"ITD5","Emilia-Romagna","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",3061,,
"3","metropolitan area - suburbs","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",6007,,
"ITC4","Lombardia","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",47.8,,
"ITC3","Liguria","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",11.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",20.5,,
"ITE3","Marche","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.5,,
"ITF","Sud","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",3103,,
"ITC4","Lombardia","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",21,,
"ITE4","Lazio","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",16.8,,
"ITG","Isole","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",67.2,,
"ITE3","Marche","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",45,,
"ITF1","Abruzzo","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",527,,
"ITF6","Calabria","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",125,,
"2","metropolitan area - centre","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",490,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.3,,
"ITE4","Lazio","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",41,,
"ITF4","Puglia","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",11.8,,
"ITC3","Liguria","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",293,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",6,,
"2","metropolitan area - centre","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",3788,,
"ITC3","Liguria","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",86,,
"ITE3","Marche","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",140,,
"ITC4","Lombardia","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",792,,
"ITC3","Liguria","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",6.2,,
"ITF4","Puglia","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",68,,
"ITF5","Basilicata","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",7,,
"ITE3","Marche","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",83,,
"ITG2","Sardegna","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",85,,
"ITG2","Sardegna","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",12.6,,
"ITE2","Umbria","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",6.6,,
"ITF5","Basilicata","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",115,,
"ITF5","Basilicata","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",251,,
"ITD2","Provincia Autonoma Trento","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",2.6,,
"ITE2","Umbria","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",7.8,,
"ITD3","Veneto","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",5.8,,
"ITC1","Piemonte","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",222,,
"ITF6","Calabria","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",24.3,,
"2","metropolitan area - centre","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.3,,
"ITC3","Liguria","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",65.7,,
"ITF6","Calabria","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",1228,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",10.8,,
"ITE3","Marche","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7,,
"ITC","Nord-ovest","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.7,,
"ITF2","Molise","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",18,,
"ITD1","Provincia Autonoma Bolzano / Bozen","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",1.3,,
"ITF4","Puglia","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",17,,
"ITD5","Emilia-Romagna","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",20.9,,
"ITD4","Friuli-Venezia Giulia","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",193,,
"ITC3","Liguria","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",96,,
"ITC4","Lombardia","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",2101,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",10,,
"ITE3","Marche","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",269,,
"ITG2","Sardegna","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",203,,
"ITG","Isole","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",5.6,,
"ITG1","Sicilia","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",37.3,,
"2","metropolitan area - centre","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",193,,
"2","metropolitan area - centre","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.9,,
"3","metropolitan area - suburbs","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",1543,,
"3","metropolitan area - suburbs","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",668,,
"3","metropolitan area - suburbs","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",15.4,,
"3","metropolitan area - suburbs","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",13.4,,
"6","until 2,000 inhab.","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",2085,,
"6","until 2,000 inhab.","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",634,,
"6","until 2,000 inhab.","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",283,,
"6","until 2,000 inhab.","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",23.8,,
"6","until 2,000 inhab.","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",6,,
"7","2,001 - 10,000 inhab.","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",2925,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",2300,,
"7","2,001 - 10,000 inhab.","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",40.8,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",6.3,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",2706,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",967,,
"8","10,001 - 50,000 inhab.","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.9,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",17.5,,
"9","50,001 inhab. and over","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",6966,,
"9","50,001 inhab. and over","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",1904,,
"9","50,001 inhab. and over","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",21.5,,
